name,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
			NonCurrentDeferredRevenue,,,,,,,,,,,"55,928,000","57,683,000","60,536,000","61,717,000","61,752,000","61,961,000","63,183,000","60,461,000","58,415,000","61,059,000","61,505,000","58,760,000","58,473,000","58,768,000","59,176,000","57,183,000","57,023,000","57,495,000","58,093,000","55,770,000","53,132,000","54,048,000","53,403,000","50,673,000","49,502,000","49,425,000","48,942,000","46,493,000","45,485,000","47,020,000","48,225,000","46,755,000","38,626,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"192,430,000","112,219,000","89,203,000","108,720,000","80,794,000",,"83,350,000","76,366,000","85,353,000","71,019,000","92,403,000","87,040,000","85,516,000","85,367,000","91,260,000","82,622,000","51,025,000","51,652,000","59,172,000","46,605,000","46,877,000","51,052,000","61,281,000","64,279,000","52,175,000","46,771,000","53,239,000","34,022,000","45,749,000","40,226,000",,,,"43,074,000",,,,,,,,,,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,,,,,"3,336,000","3,368,000","3,136,000","3,039,000","2,857,000","2,677,000","2,593,000","2,754,000","2,700,000","3,252,000","3,355,000","3,338,000","3,396,000","3,244,000","6,077,000","6,007,000","5,952,000","6,056,000","8,739,000","8,842,000","8,778,000","7,766,000","9,950,000","9,969,000","10,127,000","9,997,000","10,512,000","10,588,000","10,508,000","12,765,000","12,596,000","16,084,000","16,002,000","17,320,000","18,255,000","19,514,000","20,769,000","7,027,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LiabilitiesHeldforSaleNonCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","34,042,000",,"122,996,000",,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"926,420,000","936,010,000","885,481,000","933,368,000","846,643,000","883,966,000","862,008,000","908,297,000","871,366,000","910,987,000","879,956,000","908,130,000","847,721,000","884,637,000","831,311,000","880,760,000","826,490,000","862,521,000","704,087,000","725,416,000","695,535,000","704,672,000","691,249,000","706,655,000","660,610,000","697,292,000","656,401,000","722,268,000","693,039,000","684,151,000","623,281,000","635,287,000","611,616,000","592,664,000","590,794,000","579,942,000","565,461,000","565,368,000","564,831,000","547,615,000","536,344,000","579,418,000","460,518,000","432,408,000","460,125,000","429,235,000",,"417,462,000","37,289,000","35,384,000",,,"33,596,000","33,532,000","45,842,000","4,539,000","6,722,000",,"40,603,000","68,054,000",,,"42,477,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalEquityGrossMinorityInterest,"11,817,078,000","11,171,990,000","11,256,238,000","11,213,443,000","10,920,941,000","10,980,628,000","10,936,461,000","10,791,366,000","10,911,626,000","10,671,761,000","10,754,851,000","10,672,835,000","10,873,559,000","10,915,242,000","10,993,450,000","10,818,428,000","10,753,868,000","10,737,395,000","10,635,850,000","10,403,475,000","10,404,195,000","10,341,076,000","10,394,102,000","10,342,552,000","10,291,254,000","10,275,400,000","10,179,182,000","10,046,574,000","9,866,488,000","9,856,659,000","9,850,523,000","9,839,965,000","9,221,073,000","9,108,020,000","9,059,170,000","9,057,878,000","8,837,616,000","8,623,073,000","8,617,047,000","8,480,288,000","8,583,277,000","8,679,657,000","6,847,821,000","4,728,078,000","4,589,556,000","4,397,467,000","4,408,955,000","4,163,106,000","3,486,015,000","3,427,514,000","3,329,853,000","3,314,461,000","3,344,290,000","3,142,373,000","3,050,127,000","3,082,570,000","2,997,431,000","3,041,363,000","2,925,370,000","3,227,328,000","3,056,824,000","2,991,343,000","3,049,806,000","3,123,464,000","3,174,675,000","3,183,157,000","2,636,708,000","2,640,867,000","2,646,531,000","2,630,046,000","2,561,127,000","2,510,340,000","2,452,664,000","2,433,332,000","2,406,816,000","2,327,662,000","2,324,798,000","2,324,125,000","2,336,086,000","2,281,911,000","2,140,195,000","2,227,966,000","2,271,983,000","2,298,102,000","2,383,384,000","2,383,250,000","2,369,748,000","2,448,784,000","2,393,417,000","2,493,671,000","2,491,994,000","2,474,512,000","2,435,980,000","2,411,294,000","2,405,662,000","2,382,400,000","2,366,600,000","2,356,100,000","2,371,666,000","2,281,300,000","2,285,300,000","803,000,000","801,828,000","681,700,000","579,300,000","466,800,000","419,279,000","420,900,000","282,200,000","235,400,000","237,600,000","191,700,000","194,100,000","194,200,000","196,700,000","197,400,000","199,500,000","202,200,000"
	StockholdersEquity,"11,815,565,000","11,169,256,000","11,253,553,000","11,210,588,000","10,918,011,000","10,977,292,000","10,933,093,000","10,788,230,000","10,908,587,000","10,668,904,000","10,752,174,000","10,670,242,000","10,870,805,000","10,912,542,000","10,990,198,000","10,815,073,000","10,750,530,000","10,733,999,000","10,632,606,000","10,397,398,000","10,398,188,000","10,335,124,000","10,388,046,000","10,333,813,000","10,282,412,000","10,266,622,000","10,171,416,000","10,036,624,000","9,856,519,000","9,846,532,000","9,840,526,000","9,829,453,000","9,210,485,000","9,097,512,000","9,046,405,000","9,045,282,000","8,821,532,000","8,607,071,000","8,599,727,000","8,462,033,000","8,563,763,000","8,658,888,000","6,840,794,000","4,720,875,000","4,582,240,000","4,390,270,000","4,394,741,000","4,156,262,000","3,479,163,000","3,416,584,000","3,310,618,000","3,303,831,000","3,334,909,000","3,135,649,000","3,050,127,000","3,082,570,000","2,990,709,000","3,041,363,000","2,916,396,000","3,210,639,000","3,037,551,000","2,971,691,000","3,026,654,000","3,100,312,000","3,149,792,000","3,161,207,000","2,631,438,000","2,635,421,000","2,641,048,000","2,624,535,000","2,541,663,000","2,490,876,000","2,432,443,000","2,412,664,000","2,385,291,000","2,304,686,000","2,301,129,000","2,300,374,000","2,311,334,000","2,250,895,000","2,101,757,000","2,151,524,000","2,194,540,000","2,223,921,000","2,307,713,000","2,311,451,000","2,314,555,000","2,400,078,000","2,344,301,000","2,444,278,000","2,442,493,000","2,419,218,000","2,396,906,000","2,375,792,000","2,370,285,000","2,346,000,000","2,335,100,000","2,324,500,000","2,339,453,000","2,249,000,000","2,253,000,000","793,900,000","792,695,000","672,400,000","576,100,000","460,700,000","412,277,000","413,800,000","282,200,000","235,400,000","237,600,000","191,700,000","194,100,000","194,200,000","196,700,000","198,200,000","200,300,000","203,000,000"
		CapitalStock,"1,420,000","1,401,000","1,400,000","1,399,000","1,399,000","1,399,000","1,398,000","1,396,000","1,396,000","1,396,000","1,395,000","1,398,000","1,407,000","1,407,000","1,406,000","1,397,000","1,397,000","1,394,000","1,385,000","1,382,000","1,382,000","1,382,000","1,381,000","1,381,000","1,381,000","1,378,000","1,373,000","1,373,000","1,373,000","1,372,000","1,370,000","1,369,000","1,329,000","1,322,000","1,320,000","1,320,000","1,311,000","1,296,000","1,294,000","1,294,000","1,294,000","1,294,000","1,144,000","977,000","966,000","953,000","952,000","950,000","887,000","873,000","859,000",,"851,000","827,000","815,000","814,000","799,000","799,000","771,000","811,000","810,000","810,000","813,000","827,000","837,000","836,000","787,000","786,000","784,000","783,000","777,000","775,000","773,000","769,000","766,000","762,000","759,000","755,000","749,000","747,000","715,000","747,000","755,000","767,000","790,000","786,000","783,000","825,000","818,000","859,000","855,000","850,000","847,000","843,000","841,000","700,000",,,"822,000",,,,"344,000",,,,"217,000",,,,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0",,,,"0","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","73,000","73,000","73,000","96,000","96,000","96,000","139,000","139,000","183,000","183,000","183,000","183,000","183,000","183,000",,,,"183,000",,,,"83,000",,,,"27,000",,,,,,,,,,,
			CommonStock,"1,420,000","1,401,000","1,400,000","1,399,000","1,399,000","1,399,000","1,398,000","1,396,000","1,396,000","1,396,000","1,395,000","1,398,000","1,407,000","1,407,000","1,406,000","1,397,000","1,397,000","1,394,000","1,385,000","1,382,000","1,382,000","1,382,000","1,381,000","1,381,000","1,381,000","1,378,000","1,373,000","1,373,000","1,373,000","1,372,000","1,370,000","1,369,000","1,329,000","1,322,000","1,320,000","1,320,000","1,311,000","1,296,000","1,294,000","1,294,000","1,294,000","1,294,000","1,144,000","977,000","966,000","953,000","952,000","950,000","887,000","873,000","859,000",,"851,000","827,000","815,000","814,000","799,000","799,000","771,000","771,000","770,000","770,000","773,000","787,000","797,000","796,000","747,000","746,000","744,000","743,000","737,000","735,000","733,000","729,000","726,000","722,000","719,000","715,000","709,000","707,000","675,000","674,000","682,000","694,000","694,000","690,000","687,000","686,000","679,000","676,000","672,000","667,000","664,000","660,000","658,000","700,000",,,"639,000",,,,"261,000",,,,"190,000",,,,,,,,,,,
		AdditionalPaidInCapital,"11,269,159,000","10,764,461,000","10,765,431,000","10,738,715,000","10,727,193,000","10,711,327,000","10,716,414,000","10,684,639,000","10,670,564,000","10,657,665,000","10,664,416,000","10,681,158,000","10,742,796,000","10,732,022,000","10,736,733,000","10,528,787,000","10,519,239,000","10,457,651,000","10,306,588,000","10,249,311,000","10,240,447,000","10,229,738,000","10,235,475,000","10,228,648,000","10,221,474,000","10,160,183,000","10,105,654,000","10,099,739,000","10,092,951,000","10,069,729,000","10,068,532,000","10,048,752,000","9,466,120,000","9,360,470,000","9,354,685,000","9,344,198,000","9,213,433,000","9,002,260,000","8,988,723,000","8,976,780,000","8,972,852,000","8,967,298,000","7,086,407,000","4,980,937,000","4,827,330,000","4,666,536,000","4,652,457,000","4,638,386,000","3,863,220,000","3,749,371,000","3,593,677,000",,"3,515,189,000","3,287,671,000","3,200,367,000","3,191,613,000","3,087,770,000","3,084,074,000","2,940,499,000","3,031,517,000","3,023,455,000","3,015,160,000","3,026,708,000","3,075,093,000","3,108,305,000","3,099,813,000","2,482,516,000","2,475,529,000","2,465,362,000","2,459,211,000","2,442,528,000","2,436,878,000","2,426,232,000","2,410,152,000","2,389,511,000","2,371,880,000","2,361,895,000","2,345,863,000","2,322,581,000","2,305,865,000","2,165,691,000","2,243,030,000","2,266,130,000","2,301,500,000","2,358,546,000","2,344,417,000","2,333,241,000","2,435,564,000","2,411,206,000","2,509,993,000","2,493,033,000","2,477,119,000","2,466,570,000","2,449,648,000","2,442,510,000","2,367,100,000",,,"2,423,326,000",,,,"823,520,000",,,,"435,723,000",,,,,,,,,,,
		RetainedEarnings,"534,291,000","401,879,000","485,221,000","466,888,000","195,035,000","278,948,000","240,821,000","128,549,000","272,398,000","47,151,000","126,022,000","29,705,000","172,304,000","225,656,000","282,913,000","329,323,000","262,548,000","306,861,000","350,777,000","167,946,000","179,066,000","128,166,000","188,609,000","144,647,000","102,546,000","133,674,000","94,899,000","36,043,000","-134,808,000","-146,799,000","-197,989,000","-182,487,000","-217,441,000","-223,330,000","-267,085,000","-256,162,000","-347,592,000","-353,029,000","-345,254,000","-458,229,000","-308,938,000","-206,667,000","-142,329,000","-153,811,000","-145,921,000","-208,304,000","-171,648,000","-409,477,000","-368,412,000","-332,401,000","-282,743,000",,"-179,929,000","-152,324,000","-149,988,000",,,,"-21,942,000",,,"-40,677,000","2,499,000","27,448,000","43,319,000","63,965,000","151,714,000","162,905,000","178,187,000","168,470,000","115,788,000","73,549,000","28,807,000","26,088,000","10,769,000","-50,311,000","-43,015,000","-25,529,000","2,024,000","-38,817,000","-44,225,000","-70,987,000","-51,850,000","-55,517,000","-31,172,000","-16,096,000","-3,497,000","-16,700,000","-52,554,000","-49,444,000","-47,845,000","-54,551,000","-65,725,000","-69,222,000","-69,507,000","-110,800,000","-112,300,000","-103,200,000","-80,339,000","-68,000,000","-59,300,000","-33,200,000","-31,169,000","-29,600,000","-27,400,000","-25,400,000","-23,663,000","-21,700,000","-18,900,000","-16,100,000","-13,700,000","-11,300,000","-8,900,000","-8,800,000","-6,400,000","-4,400,000","-2,300,000","400,000"
		GainsLossesNotAffectingRetainedEarnings,"10,618,000","1,438,000","1,424,000","3,035,000","-6,166,000","-14,938,000","-26,106,000","-26,924,000","-36,339,000","-37,883,000","-40,250,000","-42,617,000","-46,317,000","-47,157,000","-31,503,000","-45,082,000","-33,184,000","-31,907,000","-26,144,000","-21,241,000","-22,707,000","-24,162,000","-37,419,000","-40,863,000","-42,989,000","-28,613,000","-30,510,000","-100,531,000","-102,997,000","-77,770,000","-31,387,000","-38,181,000","-39,523,000","-40,950,000","-42,515,000","-44,074,000","-45,620,000","-47,058,000","-48,631,000","-50,094,000","-105,042,000","-106,616,000","-108,007,000","-110,787,000","-103,809,000","-76,012,000","-87,020,000","-80,866,000","-20,595,000","-1,259,000","-1,175,000",,"-1,202,000","-525,000","-1,067,000","-109,857,000","-97,860,000","-43,510,000","-2,932,000","178,311,000","13,286,000","-3,602,000","-3,366,000","-3,056,000","-2,669,000","-3,407,000","-3,579,000","-3,799,000","-3,285,000","-3,929,000","-4,470,000","-5,037,000","-6,150,000","-5,796,000","-7,096,000","-7,753,000","-7,277,000","-8,584,000","-8,212,000","-9,905,000","-12,149,000","-11,891,000","-12,640,000","-13,895,000","-10,157,000","-7,063,000","-8,483,000","-11,963,000","-6,516,000","-8,093,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherEquityAdjustments,"10,618,000","1,438,000","1,424,000","3,035,000","-6,166,000","-14,938,000","-26,106,000","-26,924,000","-36,339,000","-37,883,000","-40,250,000","-42,617,000","-46,317,000","-47,157,000","-31,503,000","-45,082,000","-33,184,000","-31,907,000","-26,144,000","-21,241,000","-22,707,000","-24,162,000","-37,419,000","-40,863,000","-42,989,000","-28,613,000","-30,510,000","-100,531,000","-102,997,000","-77,770,000","-31,387,000","-38,181,000","-39,523,000","-40,950,000","-42,515,000","-44,074,000","-45,620,000","-47,058,000","-48,631,000","-50,094,000","-105,042,000","-106,616,000","-108,007,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-12,960,000","-15,289,000","-17,219,000","-18,549,000","-8,659,000","-9,892,000","-11,233,000","-12,131,000","-5,808,000","-6,995,000","-8,275,000","-9,375,000","-7,855,000","-8,934,000","-10,294,000","-10,593,000","-7,489,000","-7,648,000","-8,653,000","-9,037,000","-3,550,000","-4,200,000","-4,786,000","-5,477,000","-3,559,000","89,000,000","2,447,400,000","2,427,700,000","-4,356,000","2,317,000,000","2,312,300,000","827,100,000",,"702,000,000","603,500,000","486,100,000",,"435,500,000","301,100,000","251,500,000","251,300,000","203,000,000","203,000,000","203,000,000","203,100,000","202,600,000","202,600,000","202,600,000"
	MinorityInterest,"1,513,000","2,734,000","2,685,000","2,855,000","2,930,000","3,336,000","3,368,000","3,136,000","3,039,000","2,857,000","2,677,000","2,593,000","2,754,000","2,700,000","3,252,000","3,355,000","3,338,000","3,396,000","3,244,000","6,077,000","6,007,000","5,952,000","6,056,000","8,739,000","8,842,000","8,778,000","7,766,000","9,950,000","9,969,000","10,127,000","9,997,000","10,512,000","10,588,000","10,508,000","12,765,000","12,596,000","16,084,000","16,002,000","17,320,000","18,255,000","19,514,000","20,769,000","7,027,000","7,203,000","7,316,000","7,197,000","14,214,000","6,844,000","6,852,000","10,930,000","19,235,000","10,630,000","9,381,000","6,724,000","0","4,539,000","6,722,000",,"8,974,000","16,689,000","19,273,000","19,652,000","23,152,000","23,152,000","24,883,000","21,950,000","5,270,000","5,446,000","5,483,000","5,511,000","19,464,000","19,464,000","20,221,000","20,668,000","21,525,000","22,976,000","23,669,000","23,751,000","24,752,000","31,016,000","38,438,000","76,442,000","77,443,000","74,181,000","75,671,000","71,799,000","55,193,000","48,706,000","49,116,000","49,393,000","49,501,000","55,294,000","39,074,000","35,502,000","35,377,000","36,400,000","31,500,000","31,600,000","32,213,000","32,300,000","32,300,000","9,100,000","9,133,000","9,300,000","3,200,000","6,100,000","7,002,000","7,100,000",,,,,,,,"-800,000","-800,000","-800,000"
TotalCapitalization,"19,878,264,000","19,236,151,000","19,569,598,000","19,178,562,000","18,919,204,000","18,982,325,000","19,036,640,000","18,567,534,000","18,442,220,000","18,206,688,000","18,316,511,000","18,233,888,000","18,501,015,000","18,253,999,000","18,286,488,000","18,176,352,000","18,102,747,000","17,774,066,000","17,672,869,000","17,874,626,000","17,969,466,000","17,934,579,000","17,717,516,000","17,219,843,000","17,169,171,000","17,272,351,000","17,202,296,000","16,682,594,000","16,690,510,000","16,349,112,000","16,297,474,000","16,136,180,000","15,697,615,000","15,659,843,000","15,572,257,000","15,287,050,000","15,076,406,000","14,988,869,000","14,745,118,000","14,559,665,000","14,275,082,000","14,587,177,000","10,691,827,000","6,620,083,000","6,032,288,000","5,840,199,000","8,064,295,000","5,785,496,000","3,479,163,000","7,453,767,000","7,412,305,000","3,303,831,000","7,283,443,000","7,085,556,000","7,024,999,000","5,162,865,000","2,990,709,000","3,041,363,000","6,590,853,000","3,210,639,000","3,037,551,000","4,806,652,000","6,234,856,000","4,151,414,000","3,911,179,000","3,815,930,000","3,303,946,000","3,122,446,000","4,981,099,000","4,923,919,000","4,908,227,000","4,890,237,000","4,871,692,000","4,820,060,000","4,827,582,000","4,639,393,000","4,612,365,000","4,420,444,000","4,649,151,000","4,538,978,000","4,503,305,000","4,532,918,000","4,665,703,000","4,366,869,000","4,401,513,000","4,370,376,000","4,397,324,000","4,479,541,000","4,116,142,000","4,216,422,000","4,172,417,000","3,962,649,000","3,805,023,000","3,789,962,000","3,785,332,000","3,772,800,000","3,613,800,000","3,604,000,000","3,823,824,000","3,782,900,000","3,210,100,000","1,399,100,000","1,280,179,000","1,009,000,000","854,100,000","725,400,000","685,965,000","671,500,000","557,700,000","469,300,000","465,400,000","405,300,000","400,700,000","396,200,000","378,400,000","355,400,000","339,500,000","307,600,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","40,000","73,000","73,000","73,000","96,000","96,000","96,000","139,000","139,000","183,000","183,000","183,000","183,000","183,000","183,000",,,,"183,000",,,,"83,000",,,,"27,000",,,,,,,,,,,
CommonStockEquity,"11,815,565,000","11,169,256,000","11,253,553,000","11,210,588,000","10,918,011,000","10,977,292,000","10,933,093,000","10,788,230,000","10,908,587,000","10,668,904,000","10,752,174,000","10,670,242,000","10,870,805,000","10,912,542,000","10,990,198,000","10,815,073,000","10,750,530,000","10,733,999,000","10,632,606,000","10,397,398,000","10,398,188,000","10,335,124,000","10,388,046,000","10,333,813,000","10,282,412,000","10,266,622,000","10,171,416,000","10,036,624,000","9,856,519,000","9,846,532,000","9,840,526,000","9,829,453,000","9,210,485,000","9,097,512,000","9,046,405,000","9,045,282,000","8,821,532,000","8,607,071,000","8,599,727,000","8,462,033,000","8,563,763,000","8,658,888,000","6,840,794,000","4,720,875,000","4,582,240,000","4,390,270,000","4,394,741,000","4,156,262,000","3,479,163,000","3,416,584,000","3,310,618,000","3,303,831,000","3,334,909,000","3,135,649,000","3,050,127,000","3,082,570,000","2,990,709,000","3,041,363,000","2,916,396,000","3,210,639,000","3,037,511,000","2,971,651,000","3,026,614,000","3,100,272,000","3,149,752,000","3,161,167,000","2,631,398,000","2,635,381,000","2,641,008,000","2,624,495,000","2,541,623,000","2,490,836,000","2,432,403,000","2,412,624,000","2,385,251,000","2,304,646,000","2,301,089,000","2,300,334,000","2,311,294,000","2,250,855,000","2,101,717,000","2,151,451,000","2,194,467,000","2,223,848,000","2,307,617,000","2,311,355,000","2,314,459,000","2,399,939,000","2,344,162,000","2,444,095,000","2,442,310,000","2,419,035,000","2,396,723,000","2,375,609,000","2,370,102,000","2,346,000,000","2,335,100,000","2,324,500,000","2,339,270,000","2,249,000,000","2,253,000,000","793,900,000","792,612,000","672,400,000","576,100,000","460,700,000","412,250,000","413,800,000","282,200,000","235,400,000","237,600,000","191,700,000","194,100,000","194,200,000","196,700,000","198,200,000","200,300,000","203,000,000"
CapitalLeaseObligations,"154,957,000","157,414,000","162,671,000","165,051,000","166,519,000","167,974,000","166,497,000","174,922,000","177,448,000","179,968,000","181,479,000","182,859,000","183,507,000","185,025,000","140,468,000","136,705,000","138,163,000","140,436,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"11,815,565,000","11,169,256,000","11,253,553,000","11,210,588,000","10,918,011,000","10,977,292,000","10,933,093,000","10,788,230,000","10,908,587,000","10,668,904,000","10,752,174,000","10,670,242,000","10,870,805,000","10,912,542,000","10,990,198,000","10,815,073,000","10,750,530,000","10,733,999,000","10,632,606,000","10,397,398,000","10,398,188,000","10,335,124,000","10,388,046,000","10,333,813,000","10,282,412,000","10,266,622,000","10,171,416,000","10,036,624,000","9,856,519,000","9,846,532,000","9,840,526,000","9,829,453,000","9,210,485,000","9,097,512,000","9,046,405,000","9,045,282,000","8,821,532,000","8,607,071,000","8,599,727,000","8,462,033,000","8,563,763,000","8,658,888,000","6,840,794,000","4,720,875,000","4,582,240,000","4,390,270,000","4,394,741,000","4,156,262,000","3,479,163,000","3,416,584,000","3,310,618,000","3,303,831,000","3,334,909,000","3,135,649,000","3,050,127,000","3,082,570,000","2,990,709,000","3,041,363,000","2,916,396,000","3,210,639,000","3,037,551,000","2,971,691,000","3,026,654,000","3,100,312,000","3,149,792,000","3,161,207,000","2,631,438,000","2,635,421,000","2,641,048,000","2,624,535,000","2,541,663,000","2,490,876,000","2,432,443,000","2,412,664,000","2,385,291,000","2,304,686,000","2,301,129,000","2,300,374,000","2,311,334,000","2,250,895,000","2,101,757,000","2,151,524,000","2,194,540,000","2,223,921,000","2,307,713,000","2,311,451,000","2,314,555,000","2,400,078,000","2,344,301,000","2,444,278,000","2,442,493,000","2,419,218,000","2,396,906,000","2,375,792,000","2,370,285,000","2,346,000,000","2,335,100,000","2,324,500,000","2,339,453,000","2,249,000,000","2,253,000,000","793,900,000","792,695,000","672,400,000","576,100,000","460,700,000","412,277,000","413,800,000","282,200,000","235,400,000","237,600,000","191,700,000","194,100,000","194,200,000","196,700,000","198,200,000","200,300,000","203,000,000"
WorkingCapital,"986,025,000","412,411,000","771,060,000","474,099,000","296,443,000","511,657,000","596,139,000","487,480,000","519,455,000","260,646,000","362,502,000","214,349,000","449,499,000","153,325,000","161,838,000","368,926,000","365,128,000","227,954,000","249,680,000","259,723,000","-30,657,000","303,293,000","-144,806,000","7,988,000","221,685,000","400,887,000","361,240,000","90,983,000","319,766,000","-120,971,000","534,852,000","451,320,000","199,438,000","326,497,000","633,795,000","563,706,000","548,664,000","169,007,000","405,820,000","230,932,000","91,058,000","568,419,000","2,807,693,000","-1,194,888,000","-1,480,362,000","-1,609,250,000","286,448,000","-1,396,832,000","-3,625,923,000","95,251,000","89,821,000","-3,540,749,000","205,351,000","-51,689,000","-70,397,000","-1,688,850,000","56,924,000","-3,936,952,000","-273,639,000","-3,476,273,000",,,"-225,606,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestedCapital,"19,878,264,000","19,236,151,000","19,569,598,000","19,228,547,000","18,919,204,000","18,982,325,000","19,036,640,000","18,567,534,000","18,442,220,000","18,206,688,000","18,316,511,000","18,233,888,000","18,501,015,000","19,003,999,000","18,286,488,000","18,176,352,000","18,102,747,000","17,774,066,000","17,672,869,000","17,930,626,000","17,969,466,000","17,934,579,000","17,717,516,000","17,461,843,000","17,274,171,000","17,272,351,000","17,202,296,000","16,852,594,000","16,690,510,000","16,349,112,000","16,297,474,000","16,136,180,000","15,697,615,000","15,659,843,000","15,572,257,000","15,287,050,000","15,076,406,000","14,988,869,000","14,745,118,000","14,559,665,000","14,417,082,000","14,587,177,000","10,691,827,000","8,528,955,000","7,944,604,000","7,770,585,000","8,064,295,000","7,941,355,000","7,465,320,000","7,453,767,000","7,412,305,000","7,251,721,000","7,283,443,000","7,085,556,000","7,024,999,000","7,515,421,000","7,140,597,000","6,842,674,000","6,590,853,000","6,612,894,000","6,461,436,000","6,650,217,000","6,234,816,000","6,154,768,000","6,064,428,000","5,969,074,000","3,303,906,000","3,122,406,000","4,981,059,000","4,923,879,000","4,908,187,000","4,890,197,000","4,871,652,000","4,820,020,000","4,827,542,000","4,639,353,000","4,612,325,000","4,420,404,000","4,649,111,000","4,538,938,000","4,503,265,000","4,532,845,000","4,665,630,000","4,366,796,000","4,581,117,000","4,370,280,000","4,397,228,000","4,479,402,000","4,116,003,000","4,216,239,000","4,172,234,000","4,108,466,000","3,804,840,000","3,994,779,000","3,963,749,000","4,019,800,000","3,930,300,000","3,927,000,000","4,152,641,000","3,782,900,000","3,584,100,000","1,399,100,000","1,280,096,000","1,009,000,000","854,100,000","725,400,000","685,938,000","671,500,000","557,700,000","469,300,000","465,400,000","405,300,000","400,700,000","396,200,000","378,400,000","355,400,000","339,500,000","307,600,000"
